Sales Record Number,Buyer Username,Buyer Country,Ship To City,Ship To State,Item Number,Item Title,SKU,Sold Via Promoted Listings,Quantity,Sold For,Item Location,Total Price,Sale Date,Minimum Estimated Delivery Date,Maximum Estimated Delivery Date,Shipped On Date,Feedback Received,Shipping Service,Cancel_Order
13624,rws-vette,United States,Puyallup,WA,133143194646,NEW Pendaflex Essentials File Folders Letter Size 1/3 Cut Manila 150/Pk.,078787910386-CB-P-L1-10.99,No,1.0,27.45,"Arlington Heights, Illinois",30.03,2023-01-13,2023-01-20,2023-01-20,2023-01-14,No Feedback,USPS Priority Mail Flat Rate Envelope,No
13623,lady139730,United States,Taylors,SC,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,4.0,48.99,"Arlington Heights, Illinois",195.96,2023-01-13,2023-01-21,2023-01-21,2023-01-14,No Feedback,USPS Parcel Select Ground,No
13622,gowdeysville,United States,Gaffney,SC,133799948667,Kirkland Signature Premium Dog Biscuits Chicken Meal & Rice Formula 15 LB (2PACK,096619110438-C-P-L1-37.38,No,1.0,62.99,"Arlington Heights, Illinois",68.03,2023-01-13,2023-01-20,2023-01-20,2023-01-14,positive,USPS Parcel Select Ground,No
13621,member12204020,United States,Warren,MI,134240864238,"Halley Luxury Bathrobe for Women & Men[Grey,XL]",bathrobe-grey-XL,No,1.0,39.99,"Arlington Heights, Illinois",42.39,2023-01-12,2023-01-18,2023-01-18,2023-01-13,No Feedback,USPS Parcel Select Ground,No
13620,ggbgroup,United States,Garnet Valley,PA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2023-01-12,2023-01-17,2023-01-17,2023-01-13,No Feedback,USPS Parcel Select Ground,No
13619,turbotransman,United States,sutton,NE,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,2.0,48.99,"Arlington Heights, Illinois",97.98,2023-01-12,2023-01-17,2023-01-17,2023-01-13,positive,USPS Parcel Select Ground,No
13618,broc-923,United States,Portage,WI,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-W-P-L2-60.00,No,1.0,90.99,"Arlington Heights, Illinois",95.99,2023-01-12,2023-01-17,2023-01-17,2023-01-13,No Feedback,USPS Parcel Select Ground,No
13617,member2328826,United States,VANCOUVER,WA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,10.0,48.99,"Arlington Heights, Illinois",489.9,2023-01-12,2023-01-17,2023-01-17,2023-01-13,No Feedback,USPS Parcel Select Ground,No
13616,lightbearer01,United States,BELLEVUE,NE,133267091130,"3 PACK Tassos All Natural Double Stuffed Jalapeno, Garlic Super Olive (35.27 oz",652878008635-C-P-L3-20.37,No,1.0,37.95,"Arlington Heights, Illinois",37.95,2023-01-12,2023-01-17,2023-01-17,2023-01-12,No Feedback,USPS Priority Mail,No
13615,zadkshee,United States,Akron,OH,133929154412,"Tillamook Vintage White Extra Sharp Cheddar Cheese, 32OZ",072830002875-C-P-L1-12.99,No,2.0,29.55,"Elk Grove Village, Illinois",59.1,2023-01-12,2023-01-17,2023-01-17,2023-01-12,No Feedback,USPS Parcel Select Ground,No
13614,orus334,United States,Essex Jct,VT,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2023-01-12,2023-01-17,2023-01-17,2023-01-12,No Feedback,USPS Parcel Select Ground,No
13613,outlawshockey87,United States,Ozark,MO,134408693150,"E.D. Smith Black Cherry, Raspberry & Blood Orange Fruit",067200250345-C-P-L1-9.99,No,1.0,29.15,"Arlington Heights, Illinois",30.13,2023-01-12,2023-01-17,2023-01-17,2023-01-12,No Feedback,USPS Parcel Select Ground,No
13612,jkpets,United States,Wabash,IN,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2023-01-12,2023-01-14,2023-01-14,2023-01-12,No Feedback,USPS Parcel Select Ground,No
13611,cgi447,United States,Rancho Cordova,CA,134206973204,"Dust-Off Falcon Professional Electronics Compressed Air Duster, 12 oz, 6 Pack",086216118661-C-P-L2-17.99,No,1.0,36.99,"Arlington Heights, Illinois",40.23,2023-01-12,2023-01-14,2023-01-14,2023-01-12,No Feedback,USPS Parcel Select Ground,No
13610,35whelen45colt,United States,Arlington,VT,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-W-P-L2-60.00,No,1.0,90.99,"Arlington Heights, Illinois",96.45,2023-01-11,2023-01-17,2023-01-17,2023-01-11,No Feedback,USPS Parcel Select Ground,No
13609,hezekiah2k2020,United States,Arnoldsville,GA,134329391836,"HARVEAST Hand Crank Nutcracker Tool for Hazelnuts, Walnut Cracker for All Nuts[Turquoise]",FIN-KIR-TURQUOISE,No,1.0,82.99,"Arlington Heights, Illinois",89.63,2023-01-11,2023-01-14,2023-01-14,2023-01-11,neutral,USPS Parcel Select Ground,No
13608,de80022,United States,Boca Raton,FL,134155378193,WOW World of Watersports Bingo Cockpit Inflatable Towable Cockpit,4897034347104-S-P-L1-199.98,No,1.0,279.99,"Arlington Heights, Illinois",299.59,2023-01-11,2023-01-17,2023-01-17,2023-01-12,No Feedback,USPS Parcel Select Ground,No
13607,jeffcr125,United States,Hamilton,NJ,134240864238,"Halley Luxury Bathrobe for Women & Men[Grey,XL]",bathrobe-grey-XL,No,1.0,39.99,"Arlington Heights, Illinois",39.99,2023-01-11,2023-01-17,2023-01-17,2023-01-11,positive,USPS Parcel Select Ground,No
13606,cow-puncher,United States,Mesquite,NV,134206973204,"Dust-Off Falcon Professional Electronics Compressed Air Duster, 12 oz, 6 Pack",086216118661-C-P-L2-17.99,No,1.0,36.99,"Arlington Heights, Illinois",40.09,2023-01-11,2023-01-14,2023-01-14,2023-01-11,No Feedback,USPS Parcel Select Ground,No
13605,kekopcz_0,United States,Burlington,NC,133862557148,"Kirkland Signature Himalayan Salt Potato Chips, 32 oz Pack of 2",096619615162-C-F-L1-10.98,No,2.0,27.99,"Arlington Heights, Illinois",57.1,2023-01-11,2023-01-17,2023-01-17,2023-01-11,No Feedback,USPS Parcel Select Ground,No
13604,devchrjon,United States,Wooster,OH,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-W-P-L2-60.00,No,1.0,90.99,"Arlington Heights, Illinois",96.9,2023-01-11,2023-01-20,2023-01-20,2023-01-11,No Feedback,USPS Parcel Select Ground,No
13603,kati_fami,United States,New Orleans,LA,134336800354,"Eva Nyc Freshen up Invisible Dry Shampoo 5.3 Oz, 3-Pack",817574012007-bstock-L1-11.25,No,2.0,25.55,"Arlington Heights, Illinois",55.93,2023-01-10,2023-01-12,2023-01-17,2023-01-11,No Feedback,USPS Parcel Select Ground,No
13602,divie1819,United States,Farmington,UT,134281563525,Hoody's Peanut Butter Chocolate Mix - 2 Pack,041616203362-C-P-L2-19.98,No,1.0,38.99,"Arlington Heights, Illinois",40.16,2023-01-10,2023-01-14,2023-01-14,2023-01-11,No Feedback,USPS Parcel Select Ground,No
13601,fb071,United States,Pascoag,RI,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,3.0,54.55,"Arlington Heights, Illinois",175.11,2023-01-10,2023-01-14,2023-01-14,2023-01-11,positive,USPS Parcel Select Ground,No
13600,atlasp-67,United States,Mosinee,WI,133799948667,Kirkland Signature Premium Dog Biscuits Chicken Meal & Rice Formula 15 LB (2PACK,096619110438-C-P-L1-37.38,No,1.0,62.99,"Arlington Heights, Illinois",66.45,2023-01-10,2023-01-13,2023-01-13,2023-01-11,No Feedback,USPS Parcel Select Ground,No
13599,northcarolina191,United States,rutherfordton,NC,134205474563,"Kirkland Signature Premium Big Roll Paper Towels 12-roll, 160 Sheets Per Roll",09661951259-C-P-L1-18.99,No,1.0,38.99,"Arlington Heights, Illinois",41.72,2023-01-10,2023-01-13,2023-01-13,2023-01-11,No Feedback,USPS Parcel Select Ground,No
13598,jujecaso,United States,Winterville,NC,133619352354,Kohler Stainless Steel Step Trash Can,885612849670-CB-P-L1-89.99,No,1.0,123.99,"Arlington Heights, Illinois",132.67,2023-01-09,2023-01-14,2023-01-14,2023-01-10,No Feedback,USPS Parcel Select Ground,No
13597,polie304,United States,Many,LA,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-W-P-L2-60.00,No,1.0,90.99,"Arlington Heights, Illinois",99.25,2023-01-09,2023-01-13,2023-01-13,2023-01-10,No Feedback,USPS Parcel Select Ground,No
13596,jjae8497,United States,Kearney,NE,133950430740,Lissi Twin Baby Doll Stroller,SE29.98-28191,No,1.0,59.99,"Elk Grove Village, Illinois",0.0,2023-01-09,2023-01-12,2023-01-17,2023-01-10,No Feedback,USPS Parcel Select Ground,Yes
13595,salmon36,United States,Sturgeon Bay,WI,134203146071,Hotel Grand White Goose Down Comforter 500 Thread Count 650 Fill Power (Queen,788904041434-C-P-L1-99.99,No,1.0,139.99,"Arlington Heights, Illinois",147.69,2023-01-09,2023-01-12,2023-01-12,2023-01-10,positive,USPS Parcel Select Ground,No
13594,achavez340,United States,Visalia,CA,133255797909,"Tassos Double Stuffed Jalapeno and Garlic Olives, 1 Liter (pack of 6",652878008635-C-P-L6-40.74,No,1.0,61.99,"Arlington Heights, Illinois",61.99,2023-01-09,2023-01-13,2023-01-13,2023-01-10,positive,USPS Priority Mail Flat Rate Envelope,No
13593,clintkolodziej,United States,Rockford,IL,133861563098,"Rips Assorted Licorice Pieces, 4 Ounce Bags [Pack of 12]",048014379279-CB-P-L1-10.99-E,No,1.0,25.45,"Arlington Heights, Illinois",25.45,2023-01-08,2023-01-12,2023-01-12,2023-01-09,positive,USPS Parcel Select Ground,No
13592,mbchewy,United States,Valley Center,KS,133255797909,"Tassos Double Stuffed Jalapeno and Garlic Olives, 1 Liter (pack of 6",652878008635-C-P-L6-40.74,No,1.0,61.99,"Arlington Heights, Illinois",65.09,2023-01-08,2023-01-13,2023-01-13,2023-01-08,No Feedback,USPS Priority Mail Flat Rate Envelope,No
13591,parn_andr,United States,Maryville,TN,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[2]",686754385886-TR-F-L1-10.99,No,1.0,24.99,"Elk Grove Village, Illinois",26.68,2023-01-07,2023-01-12,2023-01-12,2023-01-08,positive,USPS Parcel Select Ground,No
13590,ejw1st,United States,Redwood,NY,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2023-01-07,2023-01-13,2023-01-13,2023-01-08,positive,USPS Parcel Select Ground,No
13589,kevinscribe,United States,Phoenix,AZ,134214737593,"BIA Cordon Bleu Soup & Sandwich Plate, White",033805024544-C-P-L1-24.98,No,2.0,47.99,"Arlington Heights, Illinois",52.22,2023-01-07,2023-01-13,2023-01-13,2023-01-08,No Feedback,USPS Parcel Select Ground,No
13588,budhe_80,United States,Enfield,CT,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-W-P-L2-60.00,No,1.0,90.99,"Arlington Heights, Illinois",96.77,2023-01-07,2023-01-12,2023-01-12,2023-01-08,No Feedback,USPS Parcel Select Ground,No
13587,scarecrow5150,United States,Collinsville,IL,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",49.11,2023-01-07,2023-01-13,2023-01-13,2023-01-08,positive,USPS Parcel Select Ground,No
13586,msw2013delores,United States,princeton,WV,133929154412,"Tillamook Vintage White Extra Sharp Cheddar Cheese, 32OZ",072830002875-C-P-L1-12.99,No,1.0,29.55,"Elk Grove Village, Illinois",29.55,2023-01-07,2023-01-12,2023-01-12,2023-01-08,No Feedback,USPS Parcel Select Ground,No
13585,marc_4bzd,United States,Fort Wayne,IN,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2023-01-07,2023-01-14,2023-01-14,2023-01-08,No Feedback,USPS Parcel Select Ground,No
13584,tdh-454,United States,Toms River,NJ,133887136104,"Kirkland Signature Expect More Organic Hummus, 20 x 2.4 oz",096619233908-C-P-L1-6.99,No,1.0,22.22,"Arlington Heights, Illinois",22.22,2023-01-07,2023-01-13,2023-01-13,2023-01-08,No Feedback,USPS Priority Mail Flat Rate Envelope,No
13583,western1-2008,United States,MCDONOUGH,GA,133343485251,Strike-A-Fire **NEW**,048789110251-W-P-L2-13.99,No,1.0,30.75,"Elk Grove Village, Illinois",33.21,2023-01-07,2023-01-13,2023-01-13,2023-01-08,positive,USPS Parcel Select Ground,No
13582,babygirlway,United States,Zionsville,IN,134336776594,"Eva NYC Freshen Up Invisible Dry Shampoo, 5.3 oz ( Pack Of 2 )",817574012007-bstock-L1-7.50,No,1.0,19.99,"Arlington Heights, Illinois",21.39,2023-01-07,2023-01-12,2023-01-12,2023-01-08,positive,USPS Parcel Select Ground,No
13581,livelaughlovetsb,United States,Providence,KY,134357975967,Bolden Brightening Moisturizer Face Sunscreen SPF 30 | Broad Spectrum UVA/UVB,856743005051-BS-L1-6.65,No,1.0,19.99,"Arlington Heights, Illinois",21.19,2023-01-06,2023-01-12,2023-01-12,2023-01-08,No Feedback,USPS Parcel Select Ground,No
13580,sisalg_21,United States,Dorchester Center,MA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2023-01-06,2023-01-13,2023-01-13,2023-01-08,No Feedback,USPS Parcel Select Ground,No
13579,plschoening,United States,Red Oak,IA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2023-01-06,2023-01-13,2023-01-13,2023-01-08,No Feedback,USPS Parcel Select Ground,No
13578,kdswap,United States,Cottonwood,AZ,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[2]",686754385886-TR-F-L1-10.99,No,1.0,24.99,"Elk Grove Village, Illinois",25.86,2023-01-06,2023-01-17,2023-01-17,2023-01-08,No Feedback,USPS Parcel Select Ground,No
13577,970edandjoan,United States,Libby,MT,133443912503,Kirkland Signature Premium Dog Biscuits Chicken Meal & Rice Formula 15 LB,096619110438-C-P-L1-18.69,No,1.0,38.75,"Arlington Heights, Illinois",38.75,2023-01-06,2023-01-14,2023-01-14,2023-01-08,positive,USPS Priority Mail Flat Rate Envelope,No
13576,jcrad138mrg,United States,Lynbrook,NY,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,54.55,"Arlington Heights, Illinois",59.25,2023-01-05,2023-01-11,2023-01-11,2023-01-05,No Feedback,USPS Parcel Select Ground,No
13575,yourst_610,United States,SEBASTOPOL,CA,133570979242,Coleman Propane Cylinder  16 oz (4-Pack),014045324236-W-P-L2-20.00,No,1.0,38.99,"Arlington Heights, Illinois",42.6,2023-01-05,2023-01-09,2023-01-09,2023-01-05,No Feedback,USPS Parcel Select Ground,No
13574,huerta1,United States,Plainville,CT,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,3.0,48.99,"Arlington Heights, Illinois",146.97,2023-01-04,2023-01-07,2023-01-07,2023-01-04,positive,USPS Parcel Select Ground,No
13573,daniedanytoq1,United States,Island Park,ID,134205474563,"Kirkland Signature Premium Big Roll Paper Towels 12-roll, 160 Sheets Per Roll",09661951259-C-P-L1-18.99,No,1.0,38.99,"Arlington Heights, Illinois",41.33,2023-01-04,2023-01-11,2023-01-11,2023-01-04,No Feedback,USPS Parcel Select Ground,No
13572,escfel8,United States,San Jose,CA,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2023-01-04,2023-01-07,2023-01-07,2023-01-04,No Feedback,USPS Parcel Select Ground,No
13571,marrrialee,United States,san francisco,CA,133854472432,"(Case of 6) Coleman Propane Tanks Fuel Camping,hunting,Cooking���� FREE SHIPPING",014045324236-W-P-L2-30.00,No,1.0,54.55,"Arlington Heights, Illinois",59.25,2023-01-04,2023-01-07,2023-01-07,2023-01-04,No Feedback,USPS Parcel Select Ground,No
13570,najao23,United States,Alamogordo,NM,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[2]",686754385886-TR-F-L1-10.99,No,1.0,24.99,"Elk Grove Village, Illinois",24.99,2023-01-04,2023-01-09,2023-01-09,2023-01-04,neutral,USPS Parcel Select Ground,No
13569,ridu1505,United States,Canton,GA,134155391108,"Royal Consumer Ultra Quiet Micro-Cut Paper Shredder, 18 Sheet",022447893465-C-P-L1-119.99,No,1.0,169.99,"Arlington Heights, Illinois",180.19,2023-01-04,2023-01-09,2023-01-09,2023-01-04,No Feedback,USPS Parcel Select Ground,No
13568,camaroracing22,United States,Walla Walla,WA,133861563098,"Rips Assorted Licorice Pieces, 4 Ounce Bags [Pack of 12]",048014379279-CB-P-L1-10.99-E,No,1.0,25.45,"Arlington Heights, Illinois",25.45,2023-01-04,2023-01-09,2023-01-09,2023-01-04,No Feedback,USPS Parcel Select Ground,No
13567,snr_amor,United States,New Market,MD,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[1]",686754385886-TR-F-L1-10.99,No,1.0,15.99,"Elk Grove Village, Illinois",15.99,2023-01-03,2023-01-09,2023-01-09,2023-01-03,No Feedback,USPS Parcel Select Ground,No
13566,jhsakin,United States,Benton,TN,133219709281,"Kirkland Signature Extra-Large Absorbent Pads, 100 Large Pads, 30x23",096619966692-C-P-L1-17.99,No,2.0,36.09,"Arlington Heights, Illinois",79.22,2023-01-03,2023-01-09,2023-01-09,2023-01-03,positive,USPS Priority Mail Flat Rate Envelope,No
13565,otrendy,United States,New Bern,NC,134056598905,Eva-Dry EDV-1200 Powerful Ergonomic Dehumidifier. Lightweight,832856000817-C-P-L1-29.99,No,1.0,36.99,"Arlington Heights, Illinois",39.49,2023-01-03,2023-01-07,2023-01-07,2023-01-03,No Feedback,USPS Priority Mail,No
13564,ccarkhuff1,United States,Dunedin,FL,134078824571,"Melino Wooden Folding Chair for Outdoor, Low Profile Acacia Wood Lounge Chair ",843774107991-C-P-L1-67.99,No,1.0,100.99,"Arlington Heights, Illinois",0.0,2023-01-02,2023-01-05,2023-01-09,2023-01-02,No Feedback,USPS Parcel Select Ground,Yes
13563,fivestarmarinesolutions,United States,Port Richey ,FL,134024272341,"Dawn Professional 70681 Manual Pot & Pan Dish Detergent, Five Gallon Pail",037000123101-CB-P-L1-73.99,No,2.0,105.99,"Arlington Heights, Illinois",226.82,2023-01-02,2023-01-11,2023-01-11,2023-01-02,No Feedback,USPS Priority Mail,No
13562,jag70r,United States,Las Vegas,NV,133703549104,STERNO Green Ethanol Gel Chafing Fuel 2 Hr Canned Heat 6.8 OZ cans -case of 24,076642203604-CB-P-L1-22.99,No,1.0,41.49,"Arlington Heights, Illinois",44.96,2023-01-02,2023-01-07,2023-01-07,2023-01-02,No Feedback,USPS Parcel Select Ground,No
13561,jhsakin,United States,Benton,TN,133219709281,"Kirkland Signature Extra-Large Absorbent Pads, 100 Large Pads, 30x23",096619966692-C-P-L1-17.99,No,2.0,36.09,"Arlington Heights, Illinois",79.22,2023-01-02,2023-01-09,2023-01-09,2023-01-02,positive,USPS Priority Mail Flat Rate Envelope,No
13560,jhsakin,United States,Benton,TN,133219709281,"Kirkland Signature Extra-Large Absorbent Pads, 100 Large Pads, 30x23",096619966692-C-P-L1-17.99,No,3.0,36.09,"Arlington Heights, Illinois",118.83,2023-01-01,2023-01-09,2023-01-09,2023-01-01,positive,USPS Priority Mail Flat Rate Envelope,No
13559,weste_952,United States,Knoxville,TN,133929154412,"Tillamook Vintage White Extra Sharp Cheddar Cheese, 32OZ",072830002875-C-P-L1-12.99,No,1.0,29.55,"Elk Grove Village, Illinois",31.4,2023-01-01,2023-01-07,2023-01-07,2023-01-01,No Feedback,USPS Parcel Select Ground,No
13558,1013063151115,United States,Bethalto,IL,134336800354,"Eva Nyc Freshen up Invisible Dry Shampoo 5.3 Oz, 3-Pack",817574012007-bstock-L1-11.25,No,1.0,25.55,"Arlington Heights, Illinois",27.56,2023-01-01,2023-01-07,2023-01-07,2023-01-01,neutral,USPS Parcel Select Ground,No
13557,jojo_go2,United States,Wilburton,OK,133187011231,"Dubble Bubble-Gumballs 1"" in Diameter Variety Pack, 850 Gumballs",059642010083-S-P-L1-27.54,No,1.0,48.99,"Arlington Heights, Illinois",52.05,2023-01-01,2023-01-09,2023-01-09,2023-01-01,No Feedback,USPS Priority Mail Flat Rate Envelope,No
13556,3131-1131,United States,Exeter,NH,134206973204,"Dust-Off Falcon Professional Electronics Compressed Air Duster, 12 oz, 6 Pack",086216118661-C-P-L2-17.99,No,1.0,36.99,"Arlington Heights, Illinois",36.99,2023-01-01,2023-01-09,2023-01-09,2023-01-01,No Feedback,USPS Parcel Select Ground,No
13555,dmorton2151,United States,Carnegie,PA,134214739113,"Starbucks Coffee Holiday Blend K Cup Pods, 29.2 Oz, 72 Count",7363838292738-C-F-L1-33.99,No,1.0,53.99,"Arlington Heights, Illinois",0.0,2022-12-31,2023-01-05,2023-01-09,2023-01-01,No Feedback,USPS Parcel Select Ground,Yes
13554,psychosqueen,United States,Newcastle,OK,134336800354,"Eva Nyc Freshen up Invisible Dry Shampoo 5.3 Oz, 3-Pack",817574012007-bstock-L1-11.25,No,1.0,25.55,"Arlington Heights, Illinois",27.85,2022-12-30,2023-01-09,2023-01-09,2023-01-01,No Feedback,USPS Parcel Select Ground,No
13553,ran13611,United States,Middlesboro,KY,133545957886,Natural Duraflame Fire Logs 6 Lb - Case of 9,041137009078-C-P-L1-32.99,No,1.0,60.99,"Arlington Heights, Illinois",64.65,2022-12-30,2023-01-07,2023-01-07,2023-01-01,No Feedback,USPS Parcel Select Ground,No
13552,8691rod,United States,Kingsport,TN,133570979242,Coleman Propane Cylinder  16 oz (4-Pack),014045324236-W-P-L2-20.00,No,1.0,38.99,"Arlington Heights, Illinois",42.69,2022-12-30,2023-01-07,2023-01-07,2023-01-01,positive,USPS Parcel Select Ground,No
13551,eric262,United States,Baudette,MN,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-W-P-L2-60.00,No,2.0,91.99,"Arlington Heights, Illinois",196.63,2022-12-30,2023-01-09,2023-01-09,2023-01-01,No Feedback,USPS Parcel Select Ground,No
13550,hobby229,United States,Rumford,RI,134047852233,"HARVEAST Sun Dried Figs, 2 lbs - Natural Turkish Whole Dried Smyrna Figs Fruit[1]",686754385886-TR-F-L1-10.99,No,1.0,15.99,"Elk Grove Village, Illinois",15.99,2022-12-30,2023-01-09,2023-01-09,2023-01-01,positive,USPS Parcel Select Ground,No
13549,mhuerta42,United States,New Braunfels ,TX,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2022-12-30,2023-01-09,2023-01-09,2023-01-01,No Feedback,USPS Parcel Select Ground,No
13548,famousl,United States,troy,NY,133229807812,Dubble Bubble Fruit Gumballs (850 ct.,059642010083-S-P-L4-27.54,No,1.0,48.99,"Arlington Heights, Illinois",48.99,2022-12-30,2023-01-07,2023-01-07,2023-01-01,No Feedback,USPS Parcel Select Ground,No
13547,ccam8000,United States,madison heights,VA,134079489730,12 PACK - COLEMAN PROPANE 16.4OZ,014045324236-W-P-L2-60.00,No,1.0,91.99,"Arlington Heights, Illinois",96.87,2022-12-29,2023-01-05,2023-01-05,2022-12-30,No Feedback,USPS Parcel Select Ground,No
13546,stacydmantalvanos,United States,Marlborough,MA,134041703180,Signature  Colombian Coffee Supremo Bean Dark Roast-Fine 3 Pound (Pack of 6),096619177677-C-P-L1-89.94,No,1.0,121.99,"Elk Grove Village, Illinois",121.99,2022-12-29,2023-01-05,2023-01-07,2022-12-30,No Feedback,USPS Priority Mail,No
